model,benchmark,metric_type,sample_size_N,bootstrap_std_of_mean_on_0_100_scale,n_problems_in_intersection,n_bootstrap
Gemma-7B,CommonsenseQA,pass1_trace0_accuracy,75,4.9314309395053995,230,2000
Gemma-7B,CommonsenseQA,mean_reasoning_judge_sparse,75,2.903823395675365,230,2000
Gemma-7B,CommonsenseQA,pass1_trace0_accuracy,100,4.252716514182435,230,2000
Gemma-7B,CommonsenseQA,mean_reasoning_judge_sparse,100,2.518325200685219,230,2000
Gemma-7B,CommonsenseQA,pass1_trace0_accuracy,150,3.5357161776490043,230,2000
Gemma-7B,CommonsenseQA,mean_reasoning_judge_sparse,150,2.022893299048294,230,2000
Gemma-7B,CommonsenseQA,pass1_trace0_accuracy,200,3.0149299224857615,230,2000
Gemma-7B,CommonsenseQA,mean_reasoning_judge_sparse,200,1.719596975999711,230,2000
Gemma-7B,CommonsenseQA,pass1_trace0_accuracy,230,2.808399466143781,230,2000
Gemma-7B,CommonsenseQA,mean_reasoning_judge_sparse,230,1.6739029191002779,230,2000
Gemma-7B,GPQA,pass1_trace0_accuracy,10,13.445590355205681,189,2000
Gemma-7B,GPQA,mean_reasoning_judge_sparse,10,4.581550548160221,189,2000
Gemma-7B,GPQA,pass1_trace0_accuracy,15,10.63737175141387,189,2000
Gemma-7B,GPQA,mean_reasoning_judge_sparse,15,3.8098017318636295,189,2000
Gemma-7B,GPQA,pass1_trace0_accuracy,20,9.612627112293495,189,2000
Gemma-7B,GPQA,mean_reasoning_judge_sparse,20,3.287575743472703,189,2000
Gemma-7B,GPQA,pass1_trace0_accuracy,25,8.600825774307953,189,2000
Gemma-7B,GPQA,mean_reasoning_judge_sparse,25,2.916087195394111,189,2000
Gemma-7B,GPQA,pass1_trace0_accuracy,30,7.892978419667276,189,2000
Gemma-7B,GPQA,mean_reasoning_judge_sparse,30,2.68421926499931,189,2000
Gemma-7B,GPQA,pass1_trace0_accuracy,40,6.607755741361814,189,2000
Gemma-7B,GPQA,mean_reasoning_judge_sparse,40,2.4106916318236506,189,2000
Gemma-7B,GPQA,pass1_trace0_accuracy,50,6.285548822497524,189,2000
Gemma-7B,GPQA,mean_reasoning_judge_sparse,50,2.139886557996163,189,2000
Gemma-7B,GPQA,pass1_trace0_accuracy,75,4.954331483100868,189,2000
Gemma-7B,GPQA,mean_reasoning_judge_sparse,75,1.6468034789416264,189,2000
Gemma-7B,GPQA,pass1_trace0_accuracy,100,4.154834503322605,189,2000
Gemma-7B,GPQA,mean_reasoning_judge_sparse,100,1.43729233029681,189,2000
Gemma-7B,GPQA,pass1_trace0_accuracy,150,3.5102047898472626,189,2000
Gemma-7B,GPQA,mean_reasoning_judge_sparse,150,1.1873433508195257,189,2000
Gemma-7B,GPQA,pass1_trace0_accuracy,189,3.095458670293734,189,2000
Gemma-7B,GPQA,mean_reasoning_judge_sparse,189,1.038363152683951,189,2000
Gemma-7B,GSM8K,pass1_trace0_accuracy,10,14.3270234173048,224,2000
Gemma-7B,GSM8K,mean_reasoning_judge_sparse,10,9.937667058344228,224,2000
Gemma-7B,GSM8K,pass1_trace0_accuracy,15,11.711122917978447,224,2000
Gemma-7B,GSM8K,mean_reasoning_judge_sparse,15,8.112988985434269,224,2000
Gemma-7B,GSM8K,pass1_trace0_accuracy,20,10.040542502773441,224,2000
Gemma-7B,GSM8K,mean_reasoning_judge_sparse,20,6.943610210395327,224,2000
Gemma-7B,GSM8K,pass1_trace0_accuracy,25,9.07048642576571,224,2000
Gemma-7B,GSM8K,mean_reasoning_judge_sparse,25,6.2564533430365925,224,2000
Gemma-7B,GSM8K,pass1_trace0_accuracy,30,8.345553539992952,224,2000
Gemma-7B,GSM8K,mean_reasoning_judge_sparse,30,5.803769138836019,224,2000
Gemma-7B,GSM8K,pass1_trace0_accuracy,40,7.248696003420202,224,2000
Gemma-7B,GSM8K,mean_reasoning_judge_sparse,40,5.047501253805246,224,2000
Gemma-7B,GSM8K,pass1_trace0_accuracy,50,6.602641213938555,224,2000
Gemma-7B,GSM8K,mean_reasoning_judge_sparse,50,4.396238249468942,224,2000
Gemma-7B,GSM8K,pass1_trace0_accuracy,75,5.362238338604505,224,2000
Gemma-7B,GSM8K,mean_reasoning_judge_sparse,75,3.5242003451113044,224,2000
Gemma-7B,GSM8K,pass1_trace0_accuracy,100,4.653059638560417,224,2000
Gemma-7B,GSM8K,mean_reasoning_judge_sparse,100,3.0581024471309717,224,2000
Gemma-7B,GSM8K,pass1_trace0_accuracy,150,3.7060705605803026,224,2000
Gemma-7B,GSM8K,mean_reasoning_judge_sparse,150,2.620707253111346,224,2000
Gemma-7B,GSM8K,pass1_trace0_accuracy,200,3.222708488212981,224,2000
Gemma-7B,GSM8K,mean_reasoning_judge_sparse,200,2.1765978154523484,224,2000
Gemma-7B,GSM8K,pass1_trace0_accuracy,224,3.058991606337014,224,2000
Gemma-7B,GSM8K,mean_reasoning_judge_sparse,224,2.130204632415813,224,2000
Gemma-7B,MATH500,pass1_trace0_accuracy,10,9.87825389428719,182,2000
Gemma-7B,MATH500,mean_reasoning_judge_sparse,10,6.974834281675511,182,2000
Gemma-7B,MATH500,pass1_trace0_accuracy,15,8.146829649215292,182,2000
Gemma-7B,MATH500,mean_reasoning_judge_sparse,15,5.620384551930061,182,2000
Gemma-7B,MATH500,pass1_trace0_accuracy,20,7.064840762536689,182,2000
Gemma-7B,MATH500,mean_reasoning_judge_sparse,20,4.825036374356338,182,2000
Gemma-7B,MATH500,pass1_trace0_accuracy,25,6.204346540934026,182,2000
Gemma-7B,MATH500,mean_reasoning_judge_sparse,25,4.340048120200441,182,2000
Gemma-7B,MATH500,pass1_trace0_accuracy,30,5.764189978749061,182,2000
Gemma-7B,MATH500,mean_reasoning_judge_sparse,30,3.940804104334086,182,2000
Gemma-7B,MATH500,pass1_trace0_accuracy,40,5.051670361128089,182,2000
Gemma-7B,MATH500,mean_reasoning_judge_sparse,40,3.3940227288335754,182,2000
Gemma-7B,MATH500,pass1_trace0_accuracy,50,4.537272749130252,182,2000
Gemma-7B,MATH500,mean_reasoning_judge_sparse,50,3.083552149783257,182,2000
Gemma-7B,MATH500,pass1_trace0_accuracy,75,3.57510149040089,182,2000
Gemma-7B,MATH500,mean_reasoning_judge_sparse,75,2.5657131928722476,182,2000
Gemma-7B,MATH500,pass1_trace0_accuracy,100,3.1635990580350097,182,2000
Gemma-7B,MATH500,mean_reasoning_judge_sparse,100,2.252540640427699,182,2000
Gemma-7B,MATH500,pass1_trace0_accuracy,150,2.5593887291044064,182,2000
Gemma-7B,MATH500,mean_reasoning_judge_sparse,150,1.7930888158605829,182,2000
Gemma-7B,MATH500,pass1_trace0_accuracy,182,2.311807881654736,182,2000
Gemma-7B,MATH500,mean_reasoning_judge_sparse,182,1.6160291323627518,182,2000
Gemma-7B,SVAMP,pass1_trace0_accuracy,10,15.225793082792109,223,2000
Gemma-7B,SVAMP,mean_reasoning_judge_sparse,10,10.657738442679342,223,2000
Gemma-7B,SVAMP,pass1_trace0_accuracy,15,12.695482573647121,223,2000
Gemma-7B,SVAMP,mean_reasoning_judge_sparse,15,8.621371010273725,223,2000
Gemma-7B,SVAMP,pass1_trace0_accuracy,20,10.825823005665667,223,2000
Gemma-7B,SVAMP,mean_reasoning_judge_sparse,20,7.4135387704591755,223,2000
Gemma-7B,SVAMP,pass1_trace0_accuracy,25,9.598473003556347,223,2000
Gemma-7B,SVAMP,mean_reasoning_judge_sparse,25,6.707241905229036,223,2000
Gemma-7B,SVAMP,pass1_trace0_accuracy,30,8.971807695962578,223,2000
Gemma-7B,SVAMP,mean_reasoning_judge_sparse,30,6.079035409379325,223,2000
Gemma-7B,SVAMP,pass1_trace0_accuracy,40,7.626233916554094,223,2000
Gemma-7B,SVAMP,mean_reasoning_judge_sparse,40,5.414571954104384,223,2000
Gemma-7B,SVAMP,pass1_trace0_accuracy,50,6.895924593555239,223,2000
Gemma-7B,SVAMP,mean_reasoning_judge_sparse,50,4.769934137410989,223,2000
Gemma-7B,SVAMP,pass1_trace0_accuracy,75,5.64565638345091,223,2000
Gemma-7B,SVAMP,mean_reasoning_judge_sparse,75,3.8599897842107085,223,2000
Gemma-7B,SVAMP,pass1_trace0_accuracy,100,4.864501618871145,223,2000
Gemma-7B,SVAMP,mean_reasoning_judge_sparse,100,3.2607569585421734,223,2000
Gemma-7B,SVAMP,pass1_trace0_accuracy,150,4.040633558683038,223,2000
Gemma-7B,SVAMP,mean_reasoning_judge_sparse,150,2.8290411984307506,223,2000
Gemma-7B,SVAMP,pass1_trace0_accuracy,200,3.4704977939050767,223,2000
Gemma-7B,SVAMP,mean_reasoning_judge_sparse,200,2.3767178632817405,223,2000
Gemma-7B,SVAMP,pass1_trace0_accuracy,223,3.2822004802816,223,2000
Gemma-7B,SVAMP,mean_reasoning_judge_sparse,223,2.2597294104611896,223,2000
LLaMA-3.1-8B,AQuA,pass1_trace0_accuracy,10,16.16604388834819,161,2000
LLaMA-3.1-8B,AQuA,mean_reasoning_judge_sparse,10,7.470931975843015,161,2000
LLaMA-3.1-8B,AQuA,pass1_trace0_accuracy,15,12.639282240521235,161,2000
LLaMA-3.1-8B,AQuA,mean_reasoning_judge_sparse,15,6.051578151128263,161,2000
LLaMA-3.1-8B,AQuA,pass1_trace0_accuracy,20,11.055546119482292,161,2000
LLaMA-3.1-8B,AQuA,mean_reasoning_judge_sparse,20,5.1635493220152675,161,2000
LLaMA-3.1-8B,AQuA,pass1_trace0_accuracy,25,10.023093334894174,161,2000
LLaMA-3.1-8B,AQuA,mean_reasoning_judge_sparse,25,4.76711928029186,161,2000
LLaMA-3.1-8B,AQuA,pass1_trace0_accuracy,30,9.309400117921431,161,2000
LLaMA-3.1-8B,AQuA,mean_reasoning_judge_sparse,30,4.292437410248219,161,2000
LLaMA-3.1-8B,AQuA,pass1_trace0_accuracy,40,7.791188833387368,161,2000
LLaMA-3.1-8B,AQuA,mean_reasoning_judge_sparse,40,3.7110054634161616,161,2000
LLaMA-3.1-8B,AQuA,pass1_trace0_accuracy,50,7.246435744557458,161,2000
LLaMA-3.1-8B,AQuA,mean_reasoning_judge_sparse,50,3.304143773417302,161,2000
LLaMA-3.1-8B,AQuA,pass1_trace0_accuracy,75,5.801800448519791,161,2000
LLaMA-3.1-8B,AQuA,mean_reasoning_judge_sparse,75,2.7111237163513313,161,2000
LLaMA-3.1-8B,AQuA,pass1_trace0_accuracy,100,4.929149926711502,161,2000
LLaMA-3.1-8B,AQuA,mean_reasoning_judge_sparse,100,2.338662607483076,161,2000
LLaMA-3.1-8B,AQuA,pass1_trace0_accuracy,150,4.138739690077429,161,2000
LLaMA-3.1-8B,AQuA,mean_reasoning_judge_sparse,150,1.8808171585305202,161,2000
LLaMA-3.1-8B,AQuA,pass1_trace0_accuracy,161,3.9797275601807,161,2000
LLaMA-3.1-8B,AQuA,mean_reasoning_judge_sparse,161,1.8537221218670825,161,2000
LLaMA-3.1-8B,CommonsenseQA,pass1_trace0_accuracy,10,14.843015192338784,221,2000
LLaMA-3.1-8B,CommonsenseQA,mean_reasoning_judge_sparse,10,5.812476285933927,221,2000
LLaMA-3.1-8B,CommonsenseQA,pass1_trace0_accuracy,15,12.016625520040511,221,2000
LLaMA-3.1-8B,CommonsenseQA,mean_reasoning_judge_sparse,15,4.7393631582966025,221,2000
LLaMA-3.1-8B,CommonsenseQA,pass1_trace0_accuracy,20,10.527753499678836,221,2000
LLaMA-3.1-8B,CommonsenseQA,mean_reasoning_judge_sparse,20,4.098039169541357,221,2000
LLaMA-3.1-8B,CommonsenseQA,pass1_trace0_accuracy,25,9.326512531487854,221,2000
LLaMA-3.1-8B,CommonsenseQA,mean_reasoning_judge_sparse,25,3.6678877283679667,221,2000
LLaMA-3.1-8B,CommonsenseQA,pass1_trace0_accuracy,30,8.421298395536562,221,2000
LLaMA-3.1-8B,CommonsenseQA,mean_reasoning_judge_sparse,30,3.3501294676514406,221,2000
LLaMA-3.1-8B,CommonsenseQA,pass1_trace0_accuracy,40,7.253653282139974,221,2000
LLaMA-3.1-8B,CommonsenseQA,mean_reasoning_judge_sparse,40,2.8853103086404315,221,2000
LLaMA-3.1-8B,CommonsenseQA,pass1_trace0_accuracy,50,6.662724968059239,221,2000
LLaMA-3.1-8B,CommonsenseQA,mean_reasoning_judge_sparse,50,2.5366476430038416,221,2000
LLaMA-3.1-8B,CommonsenseQA,pass1_trace0_accuracy,75,5.325946175720016,221,2000
LLaMA-3.1-8B,CommonsenseQA,mean_reasoning_judge_sparse,75,2.078651696679649,221,2000
LLaMA-3.1-8B,CommonsenseQA,pass1_trace0_accuracy,100,4.634405139821075,221,2000
LLaMA-3.1-8B,CommonsenseQA,mean_reasoning_judge_sparse,100,1.8068858393946248,221,2000
LLaMA-3.1-8B,CommonsenseQA,pass1_trace0_accuracy,150,3.9107250819594404,221,2000
LLaMA-3.1-8B,CommonsenseQA,mean_reasoning_judge_sparse,150,1.4523478377405465,221,2000
LLaMA-3.1-8B,CommonsenseQA,pass1_trace0_accuracy,200,3.377907784413304,221,2000
LLaMA-3.1-8B,CommonsenseQA,mean_reasoning_judge_sparse,200,1.2905055419876446,221,2000
LLaMA-3.1-8B,CommonsenseQA,pass1_trace0_accuracy,221,3.178658724433813,221,2000
LLaMA-3.1-8B,CommonsenseQA,mean_reasoning_judge_sparse,221,1.2329525888247141,221,2000
LLaMA-3.1-8B,GPQA,pass1_trace0_accuracy,10,14.86431633140253,199,2000
LLaMA-3.1-8B,GPQA,mean_reasoning_judge_sparse,10,5.4408553162906435,199,2000
LLaMA-3.1-8B,GPQA,pass1_trace0_accuracy,15,12.011755353264013,199,2000
LLaMA-3.1-8B,GPQA,mean_reasoning_judge_sparse,15,4.451726334388558,199,2000
LLaMA-3.1-8B,GPQA,pass1_trace0_accuracy,20,10.660633189449866,199,2000
LLaMA-3.1-8B,GPQA,mean_reasoning_judge_sparse,20,3.9015638210294563,199,2000
LLaMA-3.1-8B,GPQA,pass1_trace0_accuracy,25,9.30760033520993,199,2000
LLaMA-3.1-8B,GPQA,mean_reasoning_judge_sparse,25,3.42485569945158,199,2000
LLaMA-3.1-8B,GPQA,pass1_trace0_accuracy,30,8.668061426229563,199,2000
LLaMA-3.1-8B,GPQA,mean_reasoning_judge_sparse,30,3.166839960079231,199,2000
LLaMA-3.1-8B,GPQA,pass1_trace0_accuracy,40,7.517506235448029,199,2000
LLaMA-3.1-8B,GPQA,mean_reasoning_judge_sparse,40,2.7809216155573164,199,2000
LLaMA-3.1-8B,GPQA,pass1_trace0_accuracy,50,6.69147965699665,199,2000
LLaMA-3.1-8B,GPQA,mean_reasoning_judge_sparse,50,2.3980090859687935,199,2000
LLaMA-3.1-8B,GPQA,pass1_trace0_accuracy,75,5.248856976100183,199,2000
LLaMA-3.1-8B,GPQA,mean_reasoning_judge_sparse,75,1.9549586179427025,199,2000
LLaMA-3.1-8B,GPQA,pass1_trace0_accuracy,100,4.6569465317952705,199,2000
LLaMA-3.1-8B,GPQA,mean_reasoning_judge_sparse,100,1.6679303863903916,199,2000
LLaMA-3.1-8B,GPQA,pass1_trace0_accuracy,150,3.8439183567465807,199,2000
LLaMA-3.1-8B,GPQA,mean_reasoning_judge_sparse,150,1.394158379448476,199,2000
LLaMA-3.1-8B,GPQA,pass1_trace0_accuracy,199,3.3202498002244516,199,2000
LLaMA-3.1-8B,GPQA,mean_reasoning_judge_sparse,199,1.2227912162981964,199,2000
LLaMA-3.1-8B,GSM8K,pass1_trace0_accuracy,10,14.08370601084814,228,2000
LLaMA-3.1-8B,GSM8K,mean_reasoning_judge_sparse,10,9.294023090672894,228,2000
LLaMA-3.1-8B,GSM8K,pass1_trace0_accuracy,15,11.604441678368966,228,2000
LLaMA-3.1-8B,GSM8K,mean_reasoning_judge_sparse,15,7.721960137126777,228,2000
LLaMA-3.1-8B,GSM8K,pass1_trace0_accuracy,20,9.83714262375005,228,2000
LLaMA-3.1-8B,GSM8K,mean_reasoning_judge_sparse,20,6.588075905803226,228,2000
LLaMA-3.1-8B,GSM8K,pass1_trace0_accuracy,25,8.741990619990393,228,2000
LLaMA-3.1-8B,GSM8K,mean_reasoning_judge_sparse,25,5.921993511676938,228,2000
LLaMA-3.1-8B,GSM8K,pass1_trace0_accuracy,30,7.9699372644958775,228,2000
LLaMA-3.1-8B,GSM8K,mean_reasoning_judge_sparse,30,5.2426152424739945,228,2000
LLaMA-3.1-8B,GSM8K,pass1_trace0_accuracy,40,7.135123947767131,228,2000
LLaMA-3.1-8B,GSM8K,mean_reasoning_judge_sparse,40,4.632674691642398,228,2000
LLaMA-3.1-8B,GSM8K,pass1_trace0_accuracy,50,6.178751896621193,228,2000
LLaMA-3.1-8B,GSM8K,mean_reasoning_judge_sparse,50,4.233367080110221,228,2000
LLaMA-3.1-8B,GSM8K,pass1_trace0_accuracy,75,5.001247133354729,228,2000
LLaMA-3.1-8B,GSM8K,mean_reasoning_judge_sparse,75,3.3870877975428817,228,2000
LLaMA-3.1-8B,GSM8K,pass1_trace0_accuracy,100,4.558962573875772,228,2000
LLaMA-3.1-8B,GSM8K,mean_reasoning_judge_sparse,100,2.8092511443777144,228,2000
LLaMA-3.1-8B,GSM8K,pass1_trace0_accuracy,150,3.656270580188993,228,2000
LLaMA-3.1-8B,GSM8K,mean_reasoning_judge_sparse,150,2.3758623428741252,228,2000
LLaMA-3.1-8B,GSM8K,pass1_trace0_accuracy,200,3.1278526080203974,228,2000
LLaMA-3.1-8B,GSM8K,mean_reasoning_judge_sparse,200,2.0111354700380617,228,2000
LLaMA-3.1-8B,GSM8K,pass1_trace0_accuracy,228,2.953767821683632,228,2000
LLaMA-3.1-8B,GSM8K,mean_reasoning_judge_sparse,228,1.9155491882252673,228,2000
LLaMA-3.1-8B,MATH500,pass1_trace0_accuracy,10,14.860363387212306,200,2000
LLaMA-3.1-8B,MATH500,mean_reasoning_judge_sparse,10,8.05879858090521,200,2000
